"V1" "V2" "V3"
"1356" -13 17 22
"1357" -12 17 22
"1358" -12 17 21
"1359" -12 17 22
"1360" -13 17 22
"1361" -13 17 21
"1362" -13 16 21
"1363" -12 16 21
"1364" -13 16 21
"1365" -14 16 21
"1366" -15 16 21
"1367" -15 16 22
"1368" -15 17 22
"1369" -16 17 22
"1370" -16 17 21
"1371" -17 17 21
"1372" -17 16 21
"1373" -16 16 21
"1374" -16 16 20
"1375" -16 15 20
"1376" -15 15 20
"1377" -15 15 19
"1378" -15 15 20
"1379" -15 15 19
"1380" -15 15 20
"1381" -14 15 20
"1382" -15 15 20
"1383" -15 16 20
"1384" -14 16 20
"1385" -14 17 20
"1386" -14 18 20
"1387" -15 18 20
"1388" -14 18 20
"1389" -14 18 19
"1390" -14 18 18
"1391" -15 18 18
"1392" -15 17 18
"1393" -16 17 18
"1394" -16 17 19
"1395" -16 17 20
"1396" -16 16 20
"1397" -16 16 19
"1398" -16 16 20
"1399" -16 16 21
"1400" -15 16 21
"1401" -16 16 21
"1402" -15 16 21
"1403" -15 17 21
"1404" -15 18 21
"1405" -16 18 21
"1406" -17 18 21
"1407" -18 18 21
"1408" -18 18 22
"1409" -17 18 22
"1410" -17 18 23
"1411" -17 19 23
"1412" -16 19 23
"1413" -16 18 23
"1414" -17 18 23
"1415" -18 18 23
"1416" -18 18 24
"1417" -17 18 24
"1418" -17 17 24
"1419" -17 18 24
"1420" -17 18 25
"1421" -17 17 25
"1422" -17 16 25
"1423" -16 16 25
"1424" -16 15 25
"1425" -16 16 25
"1426" -17 16 25
"1427" -17 16 24
"1428" -16 16 24
"1429" -16 16 23
"1430" -17 16 23
"1431" -17 16 22
"1432" -16 16 22
"1433" -17 16 22
"1434" -16 16 22
"1435" -16 17 22
"1436" -16 17 23
"1437" -16 16 23
"1438" -17 16 23
"1439" -17 16 22
"1440" -16 16 22
"1441" -16 17 22
"1442" -17 17 22
"1443" -17 17 21
"1444" -17 16 21
"1445" -17 17 21
"1446" -17 17 20
"1447" -18 17 20
"1448" -17 17 20
"1449" -16 17 20
"1450" -15 17 20
"1451" -15 17 19
"1452" -15 16 19
"1453" -15 15 19
"1454" -15 14 19
"1455" -15 14 20
"1456" -15 13 20
"1457" -16 13 20
"1458" -16 14 20
"1459" -16 14 21
"1460" -16 13 21
"1461" -15 13 21
"1462" -15 13 20
"1463" -15 14 20
"1464" -15 14 19
"1465" -15 14 20
"1466" -16 14 20
"1467" -16 14 21
"1468" -16 15 21
"1469" -16 15 22
"1470" -16 15 21
"1471" -16 15 20
"1472" -17 15 20
"1473" -17 16 20
"1474" -17 17 20
"1475" -17 17 21
"1476" -17 17 20
"1477" -16 17 20
"1478" -17 17 20
"1479" -17 18 20
"1480" -16 18 20
"1481" -15 18 20
"1482" -15 17 20
"1483" -16 17 20
"1484" -17 17 20
"1485" -17 16 20
"1486" -17 17 20
"1487" -16 17 20
"1488" -16 16 20
"1489" -16 17 20
"1490" -16 17 21
"1491" -16 18 21
"1492" -15 18 21
"1493" -16 18 21
"1494" -16 19 21
"1495" -16 18 21
"1496" -16 19 21
"1497" -15 19 21
"1498" -16 19 21
"1499" -16 19 20
"1500" -16 18 20
"1501" -16 18 19
"1502" -17 18 19
"1503" -16 18 19
"1504" -17 18 19
"1505" -16 18 19
"1506" -16 18 20
"1507" -16 18 19
"1508" -16 19 19
"1509" -16 18 19
"1510" -15 18 19
"1511" -15 19 19
"1512" -15 18 19
"1513" -16 18 19
"1514" -16 17 19
"1515" -17 17 19
"1516" -18 17 19
"1517" -19 17 19
"1518" -18 17 19
"1519" -18 18 19
"1520" -18 18 18
"1521" -17 18 18
"1522" -17 18 17
"1523" -17 18 18
"1524" -16 18 18
"1525" -16 19 18
"1526" -16 20 18
"1527" -15 20 18
"1528" -15 20 17
"1529" -14 20 17
"1530" -14 21 17
"1531" -15 21 17
"1532" -14 21 17
"1533" -14 21 16
"1534" -14 20 16
"1535" -13 20 16
"1536" -13 20 17
"1537" -14 20 17
"1538" -13 20 17
"1539" -13 19 17
"1540" -13 19 16
"1541" -12 19 16
"1542" -12 20 16
"1543" -12 20 17
"1544" -12 20 18
"1545" -12 21 18
"1546" -12 21 17
"1547" -13 21 17
"1548" -13 21 18
"1549" -13 21 17
"1550" -13 21 18
"1551" -12 21 18
"1552" -12 22 18
"1553" -12 22 17
"1554" -12 21 17
"1555" -12 22 17
"1556" -11 22 17
"1557" -11 22 16
"1558" -12 22 16
"1559" -12 22 17
"1560" -12 21 17
"1561" -12 21 16
"1562" -12 20 16
"1563" -13 20 16
"1564" -13 20 17
"1565" -14 20 17
"1566" -15 20 17
"1567" -14 20 17
"1568" -15 20 17
"1569" -15 21 17
"1570" -15 21 16
"1571" -15 20 16
"1572" -15 19 16
"1573" -15 19 15
"1574" -16 19 15
"1575" -16 18 15
"1576" -16 19 15
"1577" -16 18 15
"1578" -16 18 14
"1579" -16 17 14
"1580" -16 18 14
"1581" -16 17 14
"1582" -16 17 15
"1583" -17 17 15
"1584" -17 17 16
"1585" -18 17 16
"1586" -18 17 17
"1587" -18 18 17
"1588" -19 18 17
"1589" -19 17 17
"1590" -19 16 17
"1591" -20 16 17
"1592" -20 16 18
"1593" -20 17 18
"1594" -19 17 18
"1595" -19 18 18
"1596" -20 18 18
"1597" -20 18 19
"1598" -21 18 19
"1599" -21 19 19
"1600" -20 19 19
"1601" -21 19 19
"1602" -21 20 19
"1603" -21 21 19
"1604" -20 21 19
"1605" -19 21 19
"1606" -19 20 19
"1607" -19 21 19
"1608" -19 22 19
"1609" -19 22 18
"1610" -18 22 18
"1611" -19 22 18
"1612" -18 22 18
"1613" -18 21 18
"1614" -17 21 18
"1615" -17 22 18
"1616" -17 21 18
"1617" -16 21 18
"1618" -16 22 18
"1619" -17 22 18
"1620" -16 22 18
"1621" -17 22 18
"1622" -17 22 17
"1623" -16 22 17
"1624" -16 21 17
"1625" -16 21 16
"1626" -16 22 16
"1627" -16 22 15
"1628" -16 21 15
"1629" -16 21 14
"1630" -16 21 15
"1631" -16 21 16
"1632" -16 21 15
"1633" -16 22 15
"1634" -16 22 14
"1635" -16 23 14
"1636" -16 22 14
"1637" -15 22 14
"1638" -14 22 14
"1639" -14 22 15
"1640" -15 22 15
"1641" -15 22 16
"1642" -15 22 17
"1643" -14 22 17
"1644" -14 22 18
"1645" -14 22 19
"1646" -15 22 19
"1647" -15 22 18
"1648" -15 22 17
"1649" -15 21 17
"1650" -15 21 18
"1651" -15 21 17
"1652" -15 21 18
"1653" -14 21 18
"1654" -14 20 18
"1655" -14 19 18
"1656" -14 19 19
"1657" -14 19 20
"1658" -14 19 19
"1659" -14 19 20
"1660" -15 19 20
"1661" -15 19 19
"1662" -15 18 19
"1663" -15 19 19
"1664" -14 19 19
"1665" -15 19 19
"1666" -14 19 19
"1667" -14 19 18
"1668" -13 19 18
"1669" -14 19 18
"1670" -14 19 19
"1671" -15 19 19
"1672" -15 19 18
"1673" -15 20 18
"1674" -15 19 18
"1675" -15 19 19
"1676" -15 18 19
"1677" -15 17 19
"1678" -16 17 19
"1679" -16 17 18
"1680" -16 16 18
"1681" -16 16 17
"1682" -16 17 17
"1683" -16 17 16
"1684" -15 17 16
"1685" -15 17 17
"1686" -15 17 16
"1687" -15 16 16
"1688" -14 16 16
"1689" -14 17 16
"1690" -14 16 16
"1691" -14 15 16
"1692" -13 15 16
"1693" -12 15 16
"1694" -13 15 16
"1695" -13 14 16
"1696" -14 14 16
"1697" -13 14 16
"1698" -13 13 16
"1699" -12 13 16
"1700" -11 13 16
"1701" -11 13 17
"1702" -11 13 18
"1703" -11 12 18
"1704" -10 12 18
"1705" -10 12 17
"1706" -10 11 17
"1707" -10 11 18
"1708" -10 12 18
"1709" -10 13 18
"1710" -10 14 18
"1711" -10 14 19
"1712" -10 14 20
"1713" -9 14 20
"1714" -10 14 20
"1715" -10 13 20
"1716" -11 13 20
"1717" -12 13 20
"1718" -12 13 19
"1719" -13 13 19
"1720" -14 13 19
"1721" -15 13 19
"1722" -14 13 19
"1723" -14 13 20
"1724" -14 14 20
"1725" -14 15 20
"1726" -14 15 21
"1727" -14 15 20
"1728" -15 15 20
"1729" -14 15 20
"1730" -14 14 20
"1731" -14 14 21
"1732" -14 14 22
"1733" -15 14 22
"1734" -15 13 22
"1735" -14 13 22
"1736" -14 14 22
"1737" -14 14 21
"1738" -14 15 21
"1739" -14 14 21
"1740" -14 15 21
"1741" -15 15 21
"1742" -15 16 21
"1743" -15 15 21
"1744" -15 15 20
"1745" -16 15 20
"1746" -17 15 20
"1747" -17 16 20
"1748" -17 16 19
"1749" -16 16 19
"1750" -17 16 19
"1751" -17 16 20
"1752" -17 16 21
"1753" -17 16 22
"1754" -16 16 22
"1755" -16 15 22
"1756" -17 15 22
"1757" -18 15 22
"1758" -18 15 23
"1759" -18 16 23
"1760" -18 16 24
"1761" -18 16 25
"1762" -18 15 25
"1763" -18 15 24
"1764" -17 15 24
"1765" -17 15 25
"1766" -17 15 24
"1767" -17 16 24
"1768" -17 16 25
"1769" -16 16 25
"1770" -16 16 26
"1771" -16 17 26
"1772" -16 17 25
"1773" -16 16 25
"1774" -16 15 25
"1775" -16 14 25
"1776" -17 14 25
"1777" -17 13 25
"1778" -16 13 25
"1779" -15 13 25
"1780" -15 12 25
"1781" -16 12 25
"1782" -15 12 25
"1783" -15 11 25
"1784" -15 10 25
"1785" -16 10 25
"1786" -16 10 26
"1787" -15 10 26
"1788" -15 10 25
"1789" -15 10 24
"1790" -15 10 23
"1791" -15 9 23
"1792" -15 9 24
"1793" -14 9 24
"1794" -13 9 24
"1795" -13 9 23
"1796" -14 9 23
"1797" -14 9 24
"1798" -14 9 23
"1799" -14 8 23
"1800" -14 9 23
"1801" -13 9 23
"1802" -13 10 23
"1803" -13 11 23
"1804" -13 10 23
"1805" -13 9 23
"1806" -13 9 22
"1807" -13 9 21
"1808" -14 9 21
"1809" -13 9 21
"1810" -12 9 21
"1811" -12 9 20
"1812" -12 9 21
"1813" -13 9 21
"1814" -13 10 21
"1815" -13 10 20
"1816" -14 10 20
"1817" -14 11 20
"1818" -14 10 20
"1819" -14 11 20
"1820" -14 10 20
"1821" -15 10 20
"1822" -14 10 20
"1823" -14 11 20
"1824" -13 11 20
"1825" -14 11 20
"1826" -14 10 20
"1827" -15 10 20
"1828" -15 10 19
"1829" -15 10 20
"1830" -14 10 20
"1831" -14 10 21
"1832" -15 10 21
"1833" -15 10 22
"1834" -14 10 22
"1835" -14 10 23
"1836" -14 9 23
"1837" -15 9 23
"1838" -14 9 23
"1839" -13 9 23
"1840" -13 9 22
"1841" -14 9 22
"1842" -14 9 23
"1843" -15 9 23
"1844" -15 9 24
"1845" -15 10 24
"1846" -14 10 24
"1847" -13 10 24
"1848" -12 10 24
"1849" -11 10 24
"1850" -10 10 24
"1851" -9 10 24
"1852" -10 10 24
"1853" -9 10 24
"1854" -9 9 24
"1855" -9 9 23
"1856" -9 9 24
"1857" -8 9 24
"1858" -9 9 24
"1859" -9 8 24
"1860" -9 8 23
"1861" -9 8 22
"1862" -10 8 22
"1863" -10 7 22
"1864" -10 6 22
"1865" -9 6 22
"1866" -9 5 22
"1867" -9 6 22
"1868" -8 6 22
"1869" -8 6 21
"1870" -8 6 22
"1871" -8 5 22
"1872" -8 4 22
"1873" -8 3 22
"1874" -8 3 23
"1875" -8 3 22
"1876" -8 3 23
"1877" -8 2 23
"1878" -8 3 23
"1879" -8 3 24
"1880" -8 4 24
"1881" -8 5 24
"1882" -8 5 25
"1883" -7 5 25
"1884" -7 6 25
"1885" -7 5 25
"1886" -7 4 25
"1887" -6 4 25
"1888" -6 5 25
"1889" -6 6 25
"1890" -6 6 24
"1891" -5 6 24
"1892" -6 6 24
"1893" -6 5 24
"1894" -7 5 24
"1895" -6 5 24
"1896" -7 5 24
"1897" -7 5 25
"1898" -8 5 25
"1899" -8 5 24
"1900" -8 5 23
"1901" -9 5 23
"1902" -9 5 24
"1903" -9 5 25
"1904" -9 5 26
"1905" -9 5 27
"1906" -10 5 27
"1907" -10 6 27
"1908" -10 6 28
"1909" -11 6 28
"1910" -11 7 28
"1911" -11 6 28
"1912" -11 7 28
"1913" -11 6 28
"1914" -10 6 28
"1915" -10 7 28
"1916" -10 6 28
"1917" -10 5 28
"1918" -9 5 28
"1919" -9 4 28
"1920" -9 5 28
"1921" -9 4 28
"1922" -9 5 28
"1923" -10 5 28
"1924" -10 4 28
"1925" -10 3 28
"1926" -10 3 29
"1927" -9 3 29
"1928" -9 4 29
"1929" -9 5 29
"1930" -8 5 29
"1931" -8 5 28
"1932" -7 5 28
"1933" -7 6 28
"1934" -6 6 28
"1935" -6 6 29
"1936" -6 6 30
"1937" -6 6 31
"1938" -7 6 31
"1939" -8 6 31
"1940" -9 6 31
"1941" -9 7 31
"1942" -9 8 31
"1943" -8 8 31
"1944" -7 8 31
"1945" -7 8 32
"1946" -8 8 32
"1947" -9 8 32
"1948" -8 8 32
"1949" -9 8 32
"1950" -9 9 32
"1951" -9 8 32
"1952" -9 7 32
"1953" -9 7 33
"1954" -9 6 33
"1955" -9 5 33
"1956" -9 6 33
"1957" -9 6 32
"1958" -9 6 31
"1959" -9 7 31
"1960" -8 7 31
"1961" -7 7 31
"1962" -7 7 32
"1963" -6 7 32
"1964" -7 7 32
"1965" -6 7 32
"1966" -6 6 32
"1967" -6 6 31
"1968" -7 6 31
"1969" -7 6 30
"1970" -7 7 30
"1971" -6 7 30
"1972" -6 7 31
"1973" -7 7 31
"1974" -7 7 32
"1975" -8 7 32
"1976" -8 7 31
"1977" -8 7 30
"1978" -9 7 30
"1979" -10 7 30
"1980" -10 7 29
"1981" -11 7 29
"1982" -11 6 29
"1983" -10 6 29
"1984" -11 6 29
"1985" -11 6 30
"1986" -11 5 30
"1987" -10 5 30
"1988" -11 5 30
"1989" -12 5 30
"1990" -12 4 30
"1991" -11 4 30
"1992" -12 4 30
"1993" -13 4 30
"1994" -13 5 30
"1995" -12 5 30
"1996" -12 4 30
"1997" -13 4 30
"1998" -13 3 30
"1999" -13 3 29
"2000" -13 3 30
"2001" -13 3 31
"2002" -13 3 30
"2003" -12 3 30
"2004" -12 3 29
"2005" -12 3 28
"2006" -12 4 28
"2007" -13 4 28
"2008" -14 4 28
"2009" -14 4 29
"2010" -14 3 29
"2011" -14 3 30
"2012" -15 3 30
"2013" -15 4 30
"2014" -14 4 30
"2015" -13 4 30
"2016" -13 4 31
"2017" -13 5 31
"2018" -12 5 31
"2019" -12 6 31
"2020" -12 6 32
"2021" -12 5 32
"2022" -12 5 33
"2023" -12 4 33
"2024" -12 3 33
"2025" -13 3 33
"2026" -13 2 33
"2027" -13 2 34
"2028" -13 1 34
"2029" -14 1 34
"2030" -13 1 34
"2031" -13 1 35
"2032" -13 1 34
"2033" -14 1 34
"2034" -14 1 35
"2035" -15 1 35
"2036" -15 2 35
"2037" -14 2 35
"2038" -14 2 36
"2039" -13 2 36
"2040" -13 1 36
"2041" -13 1 37
"2042" -13 1 36
"2043" -13 1 35
"2044" -13 1 34
"2045" -14 1 34
"2046" -14 0 34
"2047" -15 0 34
"2048" -14 0 34
"2049" -14 0 35
"2050" -14 1 35
"2051" -14 2 35
"2052" -14 1 35
"2053" -14 1 34
"2054" -14 1 33
"2055" -14 1 34
"2056" -15 1 34
"2057" -15 1 33
"2058" -14 1 33
"2059" -13 1 33
"2060" -13 1 32
"2061" -12 1 32
"2062" -12 2 32
"2063" -11 2 32
"2064" -11 2 33
"2065" -11 2 32
"2066" -11 2 31
"2067" -12 2 31
"2068" -12 2 30
"2069" -12 2 31
"2070" -11 2 31
"2071" -12 2 31
"2072" -11 2 31
"2073" -11 3 31
"2074" -10 3 31
"2075" -11 3 31
"2076" -11 4 31
"2077" -12 4 31
"2078" -12 3 31
"2079" -12 3 30
"2080" -12 2 30
"2081" -12 2 29
"2082" -11 2 29
"2083" -10 2 29
"2084" -11 2 29
"2085" -12 2 29
"2086" -13 2 29
"2087" -13 2 28
"2088" -12 2 28
"2089" -12 2 27
"2090" -12 1 27
"2091" -12 1 28
"2092" -13 1 28
"2093" -13 1 29
"2094" -13 0 29
"2095" -13 0 28
"2096" -13 1 28
"2097" -13 2 28
"2098" -12 2 28
"2099" -12 2 29
"2100" -12 1 29
"2101" -12 0 29
"2102" -12 0 28
"2103" -12 0 29
"2104" -11 0 29
"2105" -11 -1 29
"2106" -12 -1 29
"2107" -12 -1 30
"2108" -13 -1 30
"2109" -13 0 30
"2110" -13 0 31
"2111" -13 1 31
"2112" -13 1 32
"2113" -13 2 32
"2114" -13 1 32
"2115" -13 2 32
"2116" -13 3 32
"2117" -13 3 31
"2118" -13 4 31
"2119" -13 4 30
"2120" -13 4 29
"2121" -12 4 29
"2122" -11 4 29
"2123" -11 3 29
"2124" -11 4 29
"2125" -11 4 28
"2126" -11 4 27
"2127" -11 4 26
"2128" -12 4 26
"2129" -12 3 26
"2130" -13 3 26
"2131" -13 4 26
"2132" -12 4 26
"2133" -12 4 25
"2134" -11 4 25
"2135" -11 4 24
"2136" -11 4 23
"2137" -11 4 24
"2138" -11 5 24
"2139" -11 6 24
"2140" -10 6 24
"2141" -10 7 24
"2142" -10 7 23
"2143" -10 6 23
"2144" -10 5 23
"2145" -10 5 24
"2146" -10 4 24
"2147" -9 4 24
"2148" -9 3 24
"2149" -9 2 24
"2150" -9 2 25
"2151" -8 2 25
"2152" -8 1 25
"2153" -8 2 25
"2154" -8 2 26
"2155" -8 3 26
"2156" -8 3 25
"2157" -9 3 25
"2158" -10 3 25
"2159" -10 3 24
"2160" -9 3 24
"2161" -8 3 24
"2162" -9 3 24
"2163" -9 4 24
"2164" -9 3 24
"2165" -9 3 25
"2166" -8 3 25
"2167" -8 2 25
"2168" -8 1 25
"2169" -8 1 24
"2170" -8 0 24
"2171" -8 1 24
"2172" -8 2 24
"2173" -7 2 24
"2174" -6 2 24
"2175" -7 2 24
"2176" -7 1 24
"2177" -7 1 23
"2178" -7 2 23
"2179" -7 2 24
"2180" -7 1 24
"2181" -7 1 23
"2182" -7 1 22
"2183" -8 1 22
"2184" -8 1 23
"2185" -8 2 23
"2186" -8 1 23
"2187" -8 2 23
"2188" -8 3 23
"2189" -8 2 23
"2190" -8 3 23
"2191" -8 3 22
"2192" -8 3 23
"2193" -9 3 23
"2194" -9 4 23
"2195" -9 4 24
"2196" -9 4 25
"2197" -9 5 25
"2198" -9 5 26
"2199" -9 6 26
"2200" -8 6 26
"2201" -9 6 26
"2202" -8 6 26
"2203" -9 6 26
"2204" -9 7 26
"2205" -9 7 27
"2206" -9 7 28
"2207" -9 8 28
"2208" -9 7 28
"2209" -9 8 28
"2210" -9 8 29
"2211" -9 9 29
"2212" -9 10 29
"2213" -9 9 29
"2214" -8 9 29
"2215" -7 9 29
"2216" -7 9 30
"2217" -7 8 30
"2218" -6 8 30
"2219" -7 8 30
"2220" -7 8 29
"2221" -6 8 29
"2222" -6 8 28
"2223" -6 7 28
"2224" -6 8 28
"2225" -6 8 29
"2226" -5 8 29
"2227" -5 7 29
"2228" -5 6 29
"2229" -5 7 29
"2230" -4 7 29
"2231" -3 7 29
"2232" -3 8 29
"2233" -3 8 30
"2234" -3 8 31
"2235" -2 8 31
"2236" -3 8 31
"2237" -3 8 30
"2238" -3 7 30
"2239" -3 7 29
"2240" -3 7 30
"2241" -4 7 30
"2242" -4 7 31
"2243" -3 7 31
"2244" -4 7 31
"2245" -4 7 30
"2246" -4 8 30
"2247" -4 8 31
"2248" -3 8 31
"2249" -3 7 31
"2250" -3 7 32
"2251" -4 7 32
"2252" -5 7 32
"2253" -5 7 33
"2254" -6 7 33
"2255" -6 7 34
"2256" -5 7 34
"2257" -5 7 35
"2258" -5 7 34
"2259" -5 8 34
"2260" -5 8 33
"2261" -5 8 32
"2262" -5 9 32
"2263" -4 9 32
"2264" -4 9 31
"2265" -4 9 30
"2266" -4 10 30
"2267" -4 9 30
"2268" -4 9 29
"2269" -4 9 28
"2270" -4 8 28
"2271" -4 9 28
"2272" -5 9 28
"2273" -6 9 28
"2274" -5 9 28
"2275" -6 9 28
"2276" -5 9 28
"2277" -5 10 28
"2278" -4 10 28
"2279" -4 11 28
"2280" -4 12 28
"2281" -4 11 28
"2282" -4 10 28
"2283" -4 10 27
"2284" -3 10 27
"2285" -3 10 26
"2286" -3 11 26
"2287" -4 11 26
"2288" -4 12 26
"2289" -4 12 25
"2290" -4 12 26
"2291" -5 12 26
"2292" -6 12 26
"2293" -6 12 27
"2294" -5 12 27
"2295" -6 12 27
"2296" -6 13 27
"2297" -6 13 28
"2298" -6 14 28
"2299" -6 14 29
"2300" -5 14 29
"2301" -6 14 29
"2302" -6 14 28
"2303" -6 14 27
"2304" -6 13 27
"2305" -6 13 26
"2306" -6 13 25
"2307" -6 13 26
"2308" -6 14 26
"2309" -6 14 25
"2310" -7 14 25
"2311" -7 14 24
"2312" -8 14 24
"2313" -8 14 25
"2314" -9 14 25
"2315" -9 13 25
"2316" -8 13 25
"2317" -8 14 25
"2318" -8 14 26
"2319" -8 15 26
"2320" -8 14 26
"2321" -8 14 25
"2322" -8 15 25
"2323" -9 15 25
"2324" -8 15 25
"2325" -9 15 25
"2326" -9 14 25
"2327" -9 14 26
"2328" -9 13 26
"2329" -9 14 26
"2330" -10 14 26
"2331" -10 13 26
"2332" -9 13 26
"2333" -9 12 26
"2334" -9 12 27
"2335" -10 12 27
"2336" -9 12 27
"2337" -10 12 27
"2338" -10 13 27
"2339" -10 13 26
"2340" -9 13 26
"2341" -9 13 25
"2342" -8 13 25
"2343" -7 13 25
"2344" -6 13 25
"2345" -6 12 25
"2346" -6 11 25
"2347" -6 10 25
"2348" -6 9 25
"2349" -7 9 25
"2350" -8 9 25
"2351" -9 9 25
"2352" -9 8 25
"2353" -9 9 25
"2354" -8 9 25
"2355" -8 9 26
"2356" -8 9 27
"2357" -8 10 27
"2358" -8 10 26
"2359" -8 10 25
"2360" -8 10 26
"2361" -8 10 25
"2362" -7 10 25
"2363" -7 10 24
"2364" -7 10 25
"2365" -7 9 25
"2366" -7 9 26
"2367" -7 9 27
"2368" -8 9 27
"2369" -7 9 27
"2370" -7 10 27
"2371" -7 11 27
"2372" -8 11 27
"2373" -7 11 27
"2374" -8 11 27
"2375" -8 11 26
"2376" -8 10 26
"2377" -9 10 26
"2378" -10 10 26
"2379" -11 10 26
"2380" -10 10 26
"2381" -11 10 26
"2382" -11 11 26
"2383" -11 11 27
"2384" -11 11 28
"2385" -10 11 28
"2386" -10 10 28
"2387" -9 10 28
"2388" -9 11 28
"2389" -9 10 28
"2390" -9 9 28
"2391" -8 9 28
"2392" -8 8 28
"2393" -9 8 28
"2394" -9 9 28
"2395" -9 9 27
"2396" -9 9 28
"2397" -9 8 28
"2398" -9 9 28
"2399" -9 9 27
"2400" -9 10 27
"2401" -8 10 27
"2402" -7 10 27
"2403" -7 9 27
"2404" -8 9 27
"2405" -8 9 26
"2406" -9 9 26
"2407" -9 10 26
"2408" -9 9 26
"2409" -9 9 27
"2410" -9 9 26
"2411" -9 9 25
"2412" -8 9 25
"2413" -8 10 25
"2414" -8 9 25
"2415" -8 8 25
"2416" -8 9 25
"2417" -8 8 25
"2418" -8 7 25
"2419" -8 7 24
"2420" -8 6 24
"2421" -8 6 25
"2422" -8 7 25
"2423" -9 7 25
"2424" -8 7 25
"2425" -8 7 26
"2426" -7 7 26
"2427" -7 7 25
"2428" -6 7 25
"2429" -7 7 25
"2430" -7 7 24
"2431" -7 8 24
"2432" -7 7 24
"2433" -7 7 25
"2434" -7 8 25
"2435" -8 8 25
"2436" -8 7 25
"2437" -8 7 24
"2438" -7 7 24
"2439" -7 8 24
"2440" -6 8 24
"2441" -7 8 24
"2442" -7 8 25
"2443" -6 8 25
"2444" -6 8 24
"2445" -6 9 24
"2446" -6 10 24
"2447" -6 9 24
"2448" -6 8 24
"2449" -6 8 25
"2450" -6 9 25
"2451" -6 9 26
"2452" -5 9 26
"2453" -4 9 26
"2454" -3 9 26
"2455" -4 9 26
"2456" -4 9 25
"2457" -3 9 25
"2458" -3 8 25
"2459" -2 8 25
"2460" -2 9 25
"2461" -2 10 25
"2462" -2 10 26
"2463" -2 9 26
"2464" -2 9 27
"2465" -2 9 28
"2466" -2 10 28
"2467" -2 9 28
"2468" -3 9 28
"2469" -3 9 27
"2470" -3 9 28
"2471" -2 9 28
"2472" -2 10 28
"2473" -2 11 28
"2474" -2 12 28
"2475" -2 12 27
"2476" -2 13 27
"2477" -2 13 28
"2478" -3 13 28
"2479" -3 14 28
"2480" -3 14 29
"2481" -3 14 28
"2482" -3 14 29
"2483" -3 14 28
"2484" -3 15 28
"2485" -3 15 27
"2486" -3 15 28
"2487" -4 15 28
"2488" -4 15 27
"2489" -3 15 27
"2490" -3 14 27
"2491" -3 15 27
"2492" -3 15 28
"2493" -2 15 28
"2494" -2 16 28
"2495" -2 17 28
"2496" -2 16 28
"2497" -2 15 28
"2498" -2 16 28
"2499" -2 16 29
"2500" -2 17 29
"2501" -3 17 29
"2502" -3 17 30
"2503" -2 17 30
"2504" -2 16 30
"2505" -2 15 30
"2506" -3 15 30
"2507" -2 15 30
"2508" -2 15 29
"2509" -2 14 29
"2510" -2 14 30
"2511" -2 13 30
"2512" -2 12 30
"2513" -2 13 30
"2514" -2 12 30
"2515" -2 12 31
"2516" -2 13 31
"2517" -1 13 31
"2518" -1 12 31
"2519" -1 12 30
"2520" 0 12 30
"2521" -1 12 30
"2522" -1 12 31
"2523" -2 12 31
"2524" -2 13 31
"2525" -2 14 31
"2526" -2 13 31
"2527" -2 13 32
"2528" -3 13 32
"2529" -3 13 31
"2530" -3 13 32
"2531" -3 12 32
"2532" -2 12 32
"2533" -2 11 32
"2534" -2 10 32
"2535" -2 10 31
"2536" -3 10 31
"2537" -3 10 30
"2538" -3 10 29
"2539" -4 10 29
"2540" -4 10 28
"2541" -4 10 27
"2542" -3 10 27
"2543" -3 10 26
"2544" -2 10 26
"2545" -1 10 26
"2546" -1 10 25
"2547" 0 10 25
"2548" 0 11 25
"2549" 0 11 24
"2550" 0 10 24
"2551" 0 10 23
"2552" 0 9 23
"2553" 1 9 23
"2554" 1 8 23
"2555" 1 8 22
"2556" 2 8 22
"2557" 2 8 21
"2558" 2 8 22
"2559" 3 8 22
"2560" 3 9 22
"2561" 3 10 22
"2562" 2 10 22
"2563" 2 9 22
"2564" 2 9 23
"2565" 2 9 24
"2566" 2 9 25
"2567" 2 9 26
"2568" 3 9 26
"2569" 4 9 26
"2570" 4 9 25
"2571" 4 8 25
"2572" 4 9 25
"2573" 4 10 25
"2574" 5 10 25
"2575" 5 10 26
"2576" 5 9 26
"2577" 5 8 26
"2578" 5 8 27
"2579" 5 8 26
"2580" 5 8 27
"2581" 4 8 27
"2582" 4 8 26
"2583" 5 8 26
"2584" 6 8 26
"2585" 6 8 27
"2586" 7 8 27
"2587" 7 8 28
"2588" 7 8 29
"2589" 8 8 29
"2590" 7 8 29
"2591" 8 8 29
"2592" 8 9 29
"2593" 8 9 30
"2594" 7 9 30
"2595" 7 10 30
"2596" 7 10 31
"2597" 6 10 31
"2598" 6 10 32
"2599" 6 9 32
"2600" 6 9 33
"2601" 5 9 33
"2602" 5 9 34
"2603" 6 9 34
"2604" 5 9 34
"2605" 5 9 33
"2606" 5 9 34
"2607" 5 10 34
"2608" 5 9 34
"2609" 4 9 34
"2610" 4 9 33
"2611" 4 8 33
"2612" 4 7 33
"2613" 4 6 33
"2614" 3 6 33
"2615" 3 5 33
"2616" 4 5 33
"2617" 4 5 34
"2618" 3 5 34
"2619" 3 5 33
"2620" 3 4 33
"2621" 3 3 33
"2622" 3 4 33
"2623" 4 4 33
"2624" 3 4 33
"2625" 3 3 33
"2626" 4 3 33
